,4096,6144,8192,10240,12288,14336,16384,18432,20480,22528,24576,26624,28672,30720,32768,34816,36864,38912,40960
meta-llama/Llama-2-7b-chat-hf,5.420555591583252,5.358756065368652,5.045165061950684,4.722329616546631,4.529579162597656,4.432352066040039,4.277490139007568,4.139040946960449,4.080824375152588,3.987339496612549,3.9421544075012207,3.9240705966949463,3.8710238933563232,3.8425114154815674,3.8140628337860107,3.7690787315368652,3.7477502822875977,3.7708194255828857,3.9952468872070312
