,4096,6144,8192,10240,12288,14336,16384,18432,20480,22528,24576,26624,28672,30720,32768,34816,36864,38912,40960
/data/models_other/OLMo-1B-0724-hf/main,4.66505241394043,4.643349647521973,4.35883903503418,4.054403781890869,3.8644235134124756,3.7646782398223877,3.58212947845459,3.52837872505188,3.447000503540039,3.3815274238586426,3.362823247909546,3.3183982372283936,3.275669574737549,3.2421088218688965,3.203695774078369,3.1698620319366455,3.1570053100585938,3.1535844802856445,3.1536777019500732
