,4096,6144,8192,10240,12288,14336,16384,18432,20480,22528,24576,26624,28672,30720,32768,34816,36864,38912,40960
meta-llama/Llama-2-7b-chat-hf,5.448624610900879,5.337770938873291,4.995583534240723,4.643049716949463,4.419289588928223,4.308321475982666,4.1480183601379395,4.003791809082031,3.9462833404541016,3.8541479110717773,3.8071305751800537,3.7859582901000977,3.7306458950042725,3.703394889831543,3.6726157665252686,3.62618088722229,3.606929302215576,3.6819753646850586,3.901423454284668
