,4096,6144,8192,10240,12288,14336,16384,18432,20480,22528,24576,26624,28672,30720,32768,34816,36864,38912,40960
/data/models_other/OLMo-1B-0724-hf/main,4.643070220947266,4.6318440437316895,4.361708164215088,4.0772504806518555,3.898411750793457,3.803849697113037,3.6248037815093994,3.5711731910705566,3.4919369220733643,3.4294464588165283,3.4151852130889893,3.3734447956085205,3.3309671878814697,3.2990055084228516,3.2596776485443115,3.2271111011505127,3.2165749073028564,3.2115228176116943,3.206066370010376
